cid,text,time,author,channel,votes,photo,heart
Ugz8J-9qjCyvnXmpcwt4AaABAg,Anjana is very energetic which makes the presentation interesting!,5 days ago,Asmit Basu.,UCimutcufi2rBPxZDr4iUQrw,4,https://yt3.ggpht.com/ytc/AKedOLRo-j2dtaBErne5r5h1UzZkmAYPcUiSinPG9o-pJQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgwxW_mKXXacgMFEkfl4AaABAg,"I can't believe they've put this one youtube for free, you guys are legends",7 months ago,Human,UClAmpEDjU4dzJjOqZb_-iXA,1.7K,https://yt3.ggpht.com/ytc/AKedOLThaPOJl8M56y-Mxniu-qqZIO-A9TyJN9xMARdrow=s176-c-k-c0x00ffffff-no-rj,0.0
UgwkUAyXD5KXL5iGuPZ4AaABAg,"Timestamps for entire course(this is copied from by Sanjeev Thiyagarajan video in his channel):

Section 1 - Intro--
Course Project
00:10 - Course Intro
06:33 - Course Project Overview

Section 2 - Setup & installation--------
11:22 - Mac Python Installation
13:15 - Mac Vscode install and setup
16:37 - Windows Python Installation
18:30 - Windows vscode install and setup
22:11 - Python virtual environment Basics
24:35 - Virtual environment on windows
28:56 - Virtual environment on Mac

--- Section 3 FastApi-------------------------
34:17 - 10 Install dependencies w/ pip
36:21 - 11 starting fastapi
39:23 - 12. path operations
48:25 - 13 Path Operation Order(yes it matters)
53:22 - 14 Intro to Postman
57:34 - 15 HTTP Post Requests
01:07:29 - 16 Schema Validation with Pydantic
01:22:45 - 17 CRUD Operations
01:29:44 - 18 storing posts in Array
01:34:06 - 19 creating posts
01:38:15 - 20  Postman Collections & saving requests
01:39:47 - 21 Retrieve One Post
01:48:10 - 22 Path order Matters
01:52:46 - 23 Changing response Status Codes
02:01:49 - 24 Deleting Posts
02:10:31 - 25 Updating Posts
02:18:02 -  26 Automatic Documentation
02:21:34 - 27  Python packages

-------- Section 4 Databases---------------
02:24:11 - 28 Database Intro
02:28:54 - 29 Postgres Windows Install
02:31:28 - 30 Postgres Mac Install
02:34:26 - 31 Database Schema & Tables
02:44:35 - 32 Managing Postgres with PgAdmin GUI
03:12:10 - 33 Your first SQL Query
03:19:43 - 34 Filter results with ""where"" keyword
03:22:55 - 35 SQL Operators
03:26:38 - 36 IN Keyword
03:28:07 - 37 Pattern matching with LIKE keyword
03:31:59 - 38 Ordering Results
03:36:27 - 39 LIMIT & OFFSET
03:39:21 - 40 Inserting Data
03:47:07 - 41 Deleting Data
03:49:57 - 42 Updating Data

-------Section 5 Python + Raw SQL ----------------------------
03:53:48 - 43 Setup App Database
03:58:21 - 44 Connecting to database w/ Python
04:08:00 - 45 Retrieving Posts
04:11:35 - 46 Creating Post
04:19:17 - 47 Get One Post
04:24:12 - 48 Delete Post
04:26:30 - 49 Update Post

--------Section 6 ORMs ----------------------------
04:31:18 - 50 ORM intro
04:35:33 - 50 SQLALCHEMY setup
04:55:25 - 51 Adding CreatedAt Column
05:00:59 - 52 Get All Posts
05:07:55 - 53 Create Posts
05:15:50 - 54 Get Post by ID
05:19:50 - 55 Delete Post
05:22:31 - 56 Update Post

-----------Section 7 Pydantic Models -------------
05:28:21 - 57 Pydantic vs ORM Models
05:32:21 - 58 Pydantic Models Deep Dive
05:38:57 - 59 Response Model

----------Section 8 Authentication & Users ------
05:50:08 - 63 Creating Users Table
05:54:50 - 64 User Registration Path Operation
06:03:27 - 65 Hashing User Passwords 
06:08:49 - 66 Refractor Hashing Logic
06:10:32 - 67 Get User by ID
06:17:13 - 68 FastAPI Routers
06:27:34 - 69 Router Prefix
06:30:31 - 70 Router Tags
06:32:49 - 80 JWT Token Basics
06:47:03 - 81 Login Process  
07:00:44 - 82 Creating a Token
07:09:58 - 83 OAuth2 PasswordRequestForm
07:13:23 - 84 Verify user is Logged In
07:25:21 - 85 Fixing Bugs
07:27:59 - 86 Protecting Routes
07:36:17 - 87 Test Expired Token
07:38:13 - 88 Fetching User in Protected Routes
07:42:44 - 89 Postman advanced Features

-------------Section 9 Relationships------------------
07:50:33 - 90 SQL Relationship Basics
07:54:59 - 91 Postgres Foreign Keys
08:07:20 - 92 SQLAlchemy Foreign Keys
08:13:40 - 93 Update Post Schema to include User
08:17:59 - 94 Assigning Owner id when creating new post
08:21:01 - 95 Delete and Update only your own posts
08:27:48 - 96 Only Retrieving Logged in User's posts
08:33:37 - 97 Sqlalchemy Relationships
08:38:32 - 98 Query Parameters
08:50:46 - 99 Cleanup our main.py file
08:53:53 - 100 Environment Variables

-------------Section 10 Vote/Like System --------
09:21:20 - 101 Vote/Like Theory
09:26:36 - 102 Votes Table
09:31:33 - 103 Votes Sqlalchemy
09:34:11 - 104 Votes Route
09:52:31 - 105 SQL Joins
10:15:26 - 106 Joins in SqlAlchemy
10:28:21 - 107 Get One Post with Joins

-------------Section 11 Database Migration w/ Alembic-----------
10:30:18 - 108 What is a database migration tool
10:33:45 - 109 Alembic Setup
10:42:29 - 110 Alembic First Revision
10:51:49 - 111 Alembic Rollback database Schema
10:56:27 - 112 Alembic finishing up the rest of the schema
11:13:50 - 113 Disable SqlAlchemy create Engine

--------------Section 12 Pre Deployment Checklist ----------------
11:14:28 - 114 What is CORS?????
11:23:38 - 115 Git PreReqs
11:27:40 - 116 Git Install
11:29:23 - 117 Github

--------------Section 13 Deployment Heroku----------------------------
11:34:39 - 118 Heroku intro
11:35:40 - 119 Create Heroku App
11:40:21 - 120 Heroku procfile
11:44:59 - 121 Adding a Postgres database
11:48:42 - 122 Environment Variables in Heroku
11:58:59 - 123 Alembic migrations on Heroku Postgres instance
12:02:52 - 124 Pushing changed to production

-------------Section 14 Deployment Ubuntu------------------------------
12:05:04 - 125 Create an Ubuntu VM
12:08:04 - 126 Update packages
12:10:47 - 127 Install Python
12:12:21 - 128 Install Postgres & setup password
12:17:28 - 129 Postgres Config
12:24:50 - 130 Create new user and setup python evironment
12:34:06 - 131 Environment Variables
12:42:24 - 132 Alembic migrations on production database
12:45:57 - 133 Gunicorn
12:54:12 - 134 Creating a Systemd service
13:04:45 - 135 NGINX
13:10:45 - 136 Setting up Domain name
13:15:19 - 137 SSL/HTTPS
13:19:31 - 138 NGINX enable
13:20:06 - 139 Firewall
13:23:47 - 140 Pushing code changes to Production

--------------Section 15 Docker--------------------------------------
13:26:09 - 141 Dockerfile
13:38:39 - 142 Docker Compose
13:48:34 - 143 Postgres Container
13:56:22 - 144 Bind Mounts
14:03:39 - 145 Dockerhub
14:08:08 - 146 Production vs Development

--------------Section 16 Testing-------------------------------------
14:14:51 - 147 Testing Intro
14:17:19 - 148 Writing your first test
14:30:22 - 149 The -s & -v flags
14:31:44 - 150 Testing more functions
14:35:29 - 160 Parametrize
14:40:21 - 170 Testing Classes
14:48:37 - 171 Fixtures
14:55:40 - 172 Combining Fixtures + Parametrize
14:59:13 - 173 Testing Exceptions
15:06:07 - 174 FastAPI TestClient
15:14:26 - 175 Pytest flags
15:17:31 - 176 Test create user
15:25:23 - 177 Setup testing database
15:36:47 - 178 Create & destroy database after each test
15:44:18 - 179 More Fixtures to handle database interaction
15:50:35 - 180 Trailing slashes in path
15:53:12 - 181 Fixture scope
16:07:50 - 182 Test user fixture
16:14:40 - 183 Test/validate token
16:18:59 - 184 Conftest.py
16:22:09 - 185 Failed login test
16:27:42 - 186 Get all posts test
16:35:20 - 187 Posts fixture to create test posts
16:51:15 - 188 Unauthorized Get Posts test
16:52:35 - 189 Get one post test
16:59:11 - 190 Create post test
17:07:48 - 191 Delete post test
17:15:06 - 192 Update post
17:21:52 - 193 Voting tests

 ---------------Section 17 CI/CD pipeline---------------------
17:34:15 - CI/CD intro
17:43:29 - Github Actions
17:49:32 - Creating Jobs
17:57:38 - setup python/dependencies/pytest
18:06:14 - Environment variables
18:11:19 - Github Secrets
18:18:14 - Testing database
18:23:42 - Building Docker images
18:34:33 - Deploy to heroku
18:49:10 - Failing tests in pipeline
18:52:18 - Deploy to Ubuntu",5 months ago (edited),Maher Turifi,UCOS2GDYYqPp3DTrnDGUWMoQ,547,https://yt3.ggpht.com/ytc/AKedOLTZVoTpGOByr1Wtr0Fie3ZdBk8SpBWgRFdj4KY2mrk=s176-c-k-c0x00ffffff-no-rj,0.0
UgzyvsB5n-y4JlahYcp4AaABAg,"I'm going to watch this whole course 2 hours a day. So many concepts i've wanted to learn in one package, amazing!",7 months ago,Nord Warrior,UCzDyyUmBb1GAMmX1eVndTpg,293,https://yt3.ggpht.com/ytc/AKedOLTGq65Fj7cDNaq9c8VjFh0v0Fa5MKls2fz9Ez334w=s176-c-k-c0x00ffffff-no-rj,0.0
UgzhQ9GA2tnq8hGOZlR4AaABAg,"Amazing course! Thanks a lot
10:25:00 issue was in inheritance from PostBase instead of BaseModel. Not in capital or lower letter. Hope will help someone",6 months ago,Антон Ладанев,UC3--_CBUt3Mbvlkct-ZAF3A,141,https://yt3.ggpht.com/nPongISmW_UmiKZPwbgoS6zYrXaujNphBUfmxsmzUXsBDRil3cDma2QuO76-1WSEO67e77YAWA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyY8gIFypFESqvQFcp4AaABAg,"I was a carpenter before this video, now I am a senior developer at SpaceX. You guys have changed my life!",1 month ago,İrfan Baykara,UCanh_tGSXXa2u1zYVW6QF3w,38,https://yt3.ggpht.com/ytc/AKedOLQ4dhgXuGZAJU2Yd17Q3omyo2WZCQPgdFz27A=s176-c-k-c0x00ffffff-no-rj,0.0
Ugyq5RWPOnLokfPwcQd4AaABAg,People pay more than $2000 for Python lectures and they don’t come close to quality content like this. YOU ARE ABSOLUTE LEGENDS!,7 months ago,Kaaluin,UCWaWYE-R6nKPQ9hyerQf0mA,183,https://yt3.ggpht.com/ytc/AKedOLRmbKa5bG-u5oGA72jjJAqlp7oOmtHSlHSNKzc5=s176-c-k-c0x00ffffff-no-rj,0.0
UgxMUoLgbMIjcngadHt4AaABAg,Truly incredible content. I'm currently a CS student and found this free course more helpful and practical than most of my classes. I really appreciate all the hard work Sanjeev and the team put into this; you guys are amazing!,5 months ago,Anuj Patel,UCxkWXWO2XDnk-kbG5OzdrGw,32,https://yt3.ggpht.com/ytc/AKedOLRPDhAexNAoZEZ8-u2xTD10wXDWnJyBmms2Xw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwiiCrK8meGJeVdZ7V4AaABAg,"This is just amazing, personally, outside of FastAPI I already knew a bit of everything but seeing it all in action together and not taught as if it's its own world makes it even more complete and understandable! This channel is a real treasure and this video especially!!",6 months ago,Alexis Ruessmann,UC16XKxtueO2RczBM6qH6zLg,11,https://yt3.ggpht.com/ytc/AKedOLSpzlQOC6R1F2AVAwzB3luuIStSJUi9XszvMHE2Bg=s176-c-k-c0x00ffffff-no-rj,0.0
UgxiorjbVNnmWQfEevV4AaABAg,"For those wondering, at 10:15:39, the bug was that he made the class PostOut inherit from PostBase instead of BaseModel. It was throwing errors because Pydantic was expecting all the members of class PostBase to be present in the object returned by the API.",6 months ago,Luca Dalla Valle,UCUPsnJoFfiGx1dImOM_HsIg,51,https://yt3.ggpht.com/ytc/AKedOLTzAvHO5PHEvoXNmaLjU8kmj5hj6LbxFsbXCfAUtg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwPejTHt8Y8HBF04EJ4AaABAg,"This is an amazing course. Sanjeev has really done a good job to explain all the conepts very clearly. Although it is a 19 hour course, but it is so engaging that you just go with the flow.",7 months ago,Medha Tyagi,UCotKEAJEgERy5657BSry4IA,10,https://yt3.ggpht.com/ytc/AKedOLTa_j7Zpw1yP28XRivpiElm4m3jOXdhji3JtfhASQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgzWjXmrHlgiZrhh0G14AaABAg,Finally finished it. Amazing experience. So thorough. The style of trying and committing errors and correcting it on the fly by suggesting alternatives and making us part of his thinking process to fix the errors was very helpful. The only thing missing was if he could have added a basic UI for the social media post with a simple frontend(React.js ?) would have made this tutorial a full package. But hey it can be an assignment for me to try that part. Have been hearing this man's voice daily a little for over a month and now feels strange that I'll miss it.,4 months ago,itarukmakto,UCkAKp822rlKdwj8Op2JxdRA,9,https://yt3.ggpht.com/ytc/AKedOLTu_oD34ceXl6x-B5Blm3qBvrz3lU3B5i_LOg=s176-c-k-c0x00ffffff-no-rj,0.0
UgzDQgxPCuJzylyh_hR4AaABAg,"I am still around 11 hrs into this course but I can truly tell the difference in the contents. I like how this course not only offers what's in the title but also a complete package from scratch. Especially with the SQL, alembic, git and other tools. Thanks a lot. I have learned so much till now with this course. Truly appreciate the effort.",6 months ago,Arsive_ _play,UCqcPIN6zoULZx-W6atXNGTg,14,https://yt3.ggpht.com/ytc/AKedOLSFLdTsCIqLiZRqVhusbV8oZHUBiGtgJXtFxdpVsA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyuZqr7TDbi9cCvZgJ4AaABAg,This is amazing. Just two hours in and I have learned more than with other courses which were way longer. I can't believe this is free! Thank you so much ❤️,7 months ago,Maria Luisa Rosales,UC1n3mqlbaTR5721kP8CdtTg,26,https://yt3.ggpht.com/ytc/AKedOLR3Jk3IYGdhR0Tn5BeGD-Qzh1hI7Qm6wmwmrwFCcA=s176-c-k-c0x00ffffff-no-rj,0.0
UgzmEkijr3ZC9EBrCdN4AaABAg,Just finished this after a long weekend. Great course - well done Sanjeev and freeCodeCamp!,5 days ago,Cameron McCloud,UClulB85n_fhb64u8Vdx8pzQ,0,https://yt3.ggpht.com/ytc/AKedOLSoZ9swqW0gVCYat4NSTj5OUzduEFmwAdUVXPWbXUmFWZ96-aP4osj9r-Bs9Mbr=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw9W_aBnUOz68Wc1YV4AaABAg,This is Amazing!!!..... 19 hrs of content explaining from scratch to production with every small details and nuances.... Really really great job !!! These things one can only learn with experience that too by wandering all over the internet for different steps. you have put together everything that is necessary for an enterprise level application in a single video. Loved it!! Keep making such content.,4 months ago,Shashank Tanwar,UCAOKCFcoFyeIiq3SeqrfNjA,2,https://yt3.ggpht.com/ytc/AKedOLR4EDyNFy9-0ck1g0dDlN_axie8fo-GZxEnNmBnwY1SCzpEbfAgkFG0gMI5eC_C=s176-c-k-c0x00ffffff-no-rj,0.0
UgweM53X9SN2il-EO454AaABAg,"I was struggling for the first hour to set up those things. now, 4 hours and keep going.
my feeling: every word, and explanation is precise and easy to follow, I may not judge it's the best practice but this is actually the comprehensive way to get started to learn from 0. Many thanks to Sanjeev Thiyagarajan !!",5 months ago (edited),Joe G,UCilQAVrXvjeL4_9_IzhwPVg,3,https://yt3.ggpht.com/ytc/AKedOLRUOA9BMsrkFRmDwh7Nh24di4SjBQI3jcL-b7KXIPo=s176-c-k-c0x00ffffff-no-rj,0.0
UgxSZ9dNZaN7yVBlrn14AaABAg,"Great course, lots of valuable info. Also appreciate keeping things like 3:31:49 in, the random things that happen to everyone we don't always get. Here, for those wondering, he highlighted some text before running the query, that's why he got the syntax error, as it was only running the highlighted part.",7 months ago (edited),Skirge ZA,UCymy9kpnE6WU1Dd7q3ZWoFQ,10,https://yt3.ggpht.com/ytc/AKedOLRlOZXdgJoVm7FeBPonKB2lRw2I7Jqkmsew0rDf=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy1AIWmNVN9OU4VVkN4AaABAg,This course is incredible. I respect what you've done. Thank you so much.,7 months ago,Vuong Nguyen,UC0V0dmFEMVdVqVxeJo6DtSA,11,https://yt3.ggpht.com/ytc/AKedOLTY2xSpXjFBbu-vgiw_tTKayuFIOP_3W5WJbFgy_g=s176-c-k-c0x00ffffff-no-rj,0.0
UgxS3LHVKtZoyaRiYcR4AaABAg,I just wanna say that this channel is a pure gold on YouTube and i want to thank the whole team of free code camp for these content. !!!!,7 months ago,Amarnath Ojha,UCyxu9WCwdW3qR3xfZ_MkQrw,37,https://yt3.ggpht.com/ytc/AKedOLRfCyelkMkLstwHpzD7zc19Y4-O-KvafpKvoQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz9Pj5ODS5P5L-Cxkx4AaABAg,"The humongous amount of information with such lucidity and patience that has been conveyed is really unbelievable!
Kudos to Sanjeev!",5 months ago (edited),Manjul Tripathi,UCKa3M3Pfd_5kfqKacm7j9Xw,2,https://yt3.ggpht.com/ytc/AKedOLRep97HcxO4W_BZXF5H5ogBJ-392KuaqgtNkg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwSDga4oAx1wOVzqxJ4AaABAg,"If you want more stable coefficients when finding the best weights for blending, please use a different initialization.",1 year ago,Abhishek Thakur,UCBPRJjIWfyNG4X-CRbnv78A,15,https://yt3.ggpht.com/kXhp0q_y7W_KDSjaTruJDdAXhq7tuNgSrQjnJyMuonfOz8ksDene2X_RmIEfKSIe_ODEh9UIaw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw-WFWtYfv4m0AR3P54AaABAg,I have bought and gone through your book. It is just excellent...I would say it is ultimate... Thanks...,1 year ago,Nirmal Tiwari,UC8L3yAjvCqOsw9no7T3Jwvg,5,https://yt3.ggpht.com/ytc/AKedOLSssxULr8HkmU07QeFI1gfq7LQ0X5a3sNfJyQ=s176-c-k-c0x00ffffff-no-rj,1.0
Ugw1EHjhdiA2HWuRJ2N4AaABAg,"Glad ...to see this sort of contents ...Believe it or not these channel is going to be the best in ML,DL and AI  ..
Some thing equivalent to an University ...",1 year ago (edited),_AnanD_ ML_,UCd76XdJyTiiQVigypxm9Ksg,15,https://yt3.ggpht.com/N3RU69lPmccgjEPpsPlwG5UW-z_znZurM64M9u6HFjbJ7LHpFoUE7REVH5O6DGU4fyZsW0Vaqgo=s176-c-k-c0x00ffffff-no-rj,0.0
UgwcJdH6EdWPws8KH5x4AaABAg,"Awesome work  !!! ❤️
Thankew so much sir 🙏
Earlier i had question in my mind how to find the optimal model cofficients but today i got the answer to that.
Also good to to know about rank averaging 🙌",1 year ago,shubham arora,UCnIpBGX5EgzL3txOku5dYGw,0,https://yt3.ggpht.com/ytc/AKedOLSjcMSJ7U-6D877sn2Dh_MWXxGMbQ1siN-NCA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxOYfgYdcUbPF7UsUd4AaABAg,Thank you for the video. As usual amazing high quality content! Is there a difference between when the words 'blending' and 'stacking' are used? Are they just synonymous used? I tried to read up on it but could not find a clear distinction.,1 year ago,Abi K,UCu6hYINoiCOSwGPV24CurJA,0,https://yt3.ggpht.com/ytc/AKedOLRT5VFpOE2GtoRtIH4Talefe4jvohDUl9R4KIFhaw=s176-c-k-c0x00ffffff-no-rj,1.0
UgzetrQrGa0MGEqBpEJ4AaABAg,"This is one of the most comprehensive tutorial on blending and stacking very amazing work from your side
I have a query if i have a multi class targets with probabilities how will i compare the accuracy ??",1 month ago,FloopyBits,UCNW1wZgng-nXu3yLgLNASzg,0,https://yt3.ggpht.com/ytc/AKedOLSHdoSXqKsZS2nzuu1zYaqOGaYfvke0K3SHtHf6EgqOQHmUNwPUJOKLPlnHqrdU=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwiy9y5UljANMYD8zF4AaABAg,Amazing video Abhishek. You keep emphasizing on the importance of cross validation setup so how do u go decide the correct cross validation setup for a given problem?,1 year ago,Vinay Tiwari,UCY0Cyn5xAbZKzPfEA978AUw,1,https://yt3.ggpht.com/ytc/AKedOLQYhJ1b71IgzoK6jnX8hH2hYvH4Q7dMfJauSg=s176-c-k-c0x00ffffff-no-rj,0.0
UgxgM8ZiGs_3WKH1a0R4AaABAg,"Hi Abhishek, thanks for the great content you are providing. I wanted to hear your opinion on AutoML, how do you think it will evolve and how will it change things.",1 year ago,Ambarish Kapil,UCFlNYOjiTQ3KHZBKE-YlYRQ,0,https://yt3.ggpht.com/ytc/AKedOLRjyPrlKvhSoTX_b2Cxjorp-0FYwU8uPpdh4vJjDA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxQqhhVrI_5TTNYdIJ4AaABAg,"Thank you for this sir!
I can't wait to learn more from you",1 year ago,Asogwa Kenneth,UCPYHtoZ2wOhB7sOFRAMquhQ,0,https://yt3.ggpht.com/ytc/AKedOLRHGviW6qihjr8ZlMQOXGQKYdw87D0REosepgkB=s176-c-k-c0x00ffffff-no-rj,1.0
UgzIpQBt3o988yVBy4V4AaABAg,"Really cool video as always Abhishek!
I actually meant to ask you how did you setup this code server that you are working on?
I recently built a workstation PC for data science stuff, but I do not want be ""immobile"" because it's a PC. How can I replicate this setup which you use (without using Remote Desktop)?
Any resources or links would be super helpful. Thanks :)",1 year ago (edited),Manabendra Rout,UCFDdXd9Xgd07dUbRkM4Gp8A,0,https://yt3.ggpht.com/ytc/AKedOLR-srZ5i2RlcwQ39cxHvskd6zFBSKnKLifhfvoqFA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwDNTrgaK3cgkXV9Hd4AaABAg,Very good tutorial! What about ensembling when we have time series data?,1 year ago,Alex de la Iglesia,UCHD58EXUBxudL0bxSUDNVqg,0,https://yt3.ggpht.com/ytc/AKedOLRTYaDCdLEZw8xwTFzN6uJNWC4f-93uwANFyA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxyN1ljiOE4wtmkREN4AaABAg,How do you do blending with time series split ? total valid set size < total train set size in this case and L1 will be the time series split folds. Should I then use only the valid set OOF preds to do L2 (probably without regards to time anymore and treat it as regular K-fold here onwards) ? Is this the correct approach ?,10 months ago (edited),zubin mehta,UCdro_yGem44nA7hYwX0IIxw,0,https://yt3.ggpht.com/ytc/AKedOLQfSLO6TLSXSrYet7RlNeBTvKCDq05VyhxsYNXMeg=s176-c-k-c0x00ffffff-no-rj,0.0
UgzZEBd5hy_eiaHnYVp4AaABAg,"Just amazing Sir, you helped me to clear lost of concepts.",1 year ago,Oswaldo F. Domejean,UCGDyHOUkJLreNjA-_YB8mTQ,0,https://yt3.ggpht.com/ytc/AKedOLSx-pjruI9bWLF8KN0rZoEuzSotzo6KJErd5w=s176-c-k-c0x00ffffff-no-rj,1.0
UgxzOs7oiXYqn_7En4h4AaABAg,I pre-booked the Kindle version India. The book is so lucid to understand. I really appreciate the efforts in the write-up and the knowledge that's been provided in the book. Honestly learned alot.,1 year ago,Razin Tailor,UCbkDVNsvzABoYQQOoBzZ42A,1,https://yt3.ggpht.com/ytc/AKedOLTn1EcfRMIIVUOFB_K5xxQbvCiICuxkQTpYgi5Wn3o=s176-c-k-c0x00ffffff-no-rj,1.0
Ugx46-onUagg5rLU6aJ4AaABAg,You're a true Grandmaster.😅😅 it's not easy to skip your lessons,1 year ago,Allie Ubisse,UCrfsGM_4ZXWTn7A8yiKpjlQ,2,https://yt3.ggpht.com/ytc/AKedOLSfkW2UZlVYfB4vfEIehkg-ZvixYEoMPAUuk4fh_A=s176-c-k-c0x00ffffff-no-rj,1.0
UgxZgGTUMMUDS9CCccN4AaABAg,What's your go to EDA techniques and do you have a EDA framework? Granted domain knowledge helps but curious what methods you use! E.g. Searching for ordinal festures,1 year ago,figity funk,UCz3CexrpDOPhzp4U8qAQIuA,0,https://yt3.ggpht.com/ytc/AKedOLT89EoeCrVZx_AVb0Twj6YatkjfrEBI-Rgq1iYd=s176-c-k-c0x00ffffff-no-rj,0.0
UgyWiFuyiqeg1G9V5VF4AaABAg,"Really all your contents are awesome,your books ,videos all r much more than an university .Please keep sharing",8 months ago,Aditya Agarwal,UC83p99UIvqtWP9gwO-IIKNg,1,https://yt3.ggpht.com/ytc/AKedOLRaQfIdysvT9PBhohV4IDI69jjmnUJTj3hahkM=s176-c-k-c0x00ffffff-no-rj,1.0
UgyOAij13VggUi6_TgF4AaABAg,The next video on reinforcement learning?  you can use the Halite competition in kaggle to make us understand,1 year ago,Mriganka Nath,UCkDwzYJbqC2krTwK7SpxWMw,8,https://yt3.ggpht.com/ytc/AKedOLQ7UcvXAn1b6hHYnDleU4KbfPD_-UQAE2HiQw=s176-c-k-c0x00ffffff-no-rj,1.0
Ugw4IRvYRPLYXoavkbt4AaABAg,Great video! Thanks! Learned a lot. I will assume that the code from this video can be found in your book. Is this correct?,1 year ago,Evgenia Chubata,UChm_MmNGnUcXYB0u6gVtgcQ,0,https://yt3.ggpht.com/ytc/AKedOLSA5VxDh--eUppbISY9lUH_a0pbbULfZlJEXu6QFg=s176-c-k-c0x00ffffff-no-rj,1.0
Ugwt0HsXQdSK_4O6F7Z4AaABAg,"Also please make a video on feature selection on tabular data....
Please abhishek sir🙏🙏🙏🙏🙏",1 year ago,Najeed Osmani,UCrIiKkrgFncEH2Ayvmwy1Wg,16,https://yt3.ggpht.com/ytc/AKedOLQpYu2VZz8PokdVJ5kne_GmGmta7WUoFkKn7Tyovw=s176-c-k-c0x00ffffff-no-rj,1.0
UgyIDQFDtULyH1UJTeZ4AaABAg,"Full code is available here: https://github.com/abhishekkrthakur/bert-sentiment/


Please NOTE: As Chirag Jain pointed out, at 18:14 it is ""self.review[item]"" instead of ""self.review"". This is fixed in github repo.",2 years ago,Abhishek Thakur,UCBPRJjIWfyNG4X-CRbnv78A,23,https://yt3.ggpht.com/kXhp0q_y7W_KDSjaTruJDdAXhq7tuNgSrQjnJyMuonfOz8ksDene2X_RmIEfKSIe_ODEh9UIaw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwBCXQ03uvPReTxAzR4AaABAg,This is the most organized and neat implementation of a NN code I've seen. Thanks for sharing!,1 year ago,Chiranshu Adik,UCi81GqwjWEfrN-jni7Sqgzg,10,https://yt3.ggpht.com/ytc/AKedOLT3KzwUsufuiBg24Ylhu81qyGl_Q4t6JB3yA1-g6as=s176-c-k-c0x00ffffff-no-rj,1.0
UgyLWoZrOjBag5i2ViN4AaABAg,Very helpful tutorial! many thanks. Looking forward to more videos about NLP,1 year ago,Bernardo Garcia del Río,UCxs5Hx_hIsUgm4QKVDGW6xg,0,https://yt3.ggpht.com/ytc/AKedOLT9ul2-ZmfWPNH1kWbfVaNIQyOGGEKlHvwWtmlNYw=s176-c-k-c0x00ffffff-no-rj,1.0
UgwK10Wgag_JSoqNCxt4AaABAg,"Great video as always, good to see you are covering things that actually require experience and not some basic videos.",2 years ago,Mankaran Singh,UCYVS_RjnfJhou8SLZNvRaGA,5,https://yt3.ggpht.com/ytc/AKedOLTNN-wY_Fxgd4BrKBX8SsSEK3BHHAmA9JsAQpfn=s176-c-k-c0x00ffffff-no-rj,1.0
UgyI40uufIZdq8rTSAp4AaABAg,"Great stuff as usual. Complexity simplified. Thanks  Abhishek . What makes your videos so great is that you teach practical, real world advanced concepts. Please continue doing the great work.",2 years ago,shaheer zaman,UC_j9VcGDw01LjQoP-z9_jWw,3,https://yt3.ggpht.com/ytc/AKedOLQvCnOkFlWNa2PYcXgW7f4ppTr7gmIZ9BAAqA=s176-c-k-c0x00ffffff-no-rj,1.0
Ugxw7hgtSXqcUF03ihV4AaABAg,Its always a pleasure to see you 4X GM.,2 years ago,Akhil singh,UCAMI0i2_XTcQivRlYuExVlw,8,https://yt3.ggpht.com/ytc/AKedOLSqUcE__2BL5EXVmydk95-ZA3AfmEHw6Wi6hQ=s176-c-k-c0x00ffffff-no-rj,1.0
UgynJEWRWwF2eHqrd-x4AaABAg,Thank you for your extremely helpful and informative videos. I’m a student with some basic background about Ml and just get started on NLP. Can you do a video about what NLP technique or algorithm that people are using in production (like BERT if I correct). And also looking forward to your book,2 years ago,HIEU NGO TRUNG,UCIzydXGh-HtiDg8AEf3HsXw,0,https://yt3.ggpht.com/ytc/AKedOLTDlPwv7QRFueLAWALimYg0OtorrWDcInFdhg=s176-c-k-c0x00ffffff-no-rj,1.0
Ugz7Gj1BsKHErHU0_Pp4AaABAg,I really like the way you architected the project.  it makes a lot of sense and easy to follow.  thanks for sharing the GitHub.,1 year ago (edited),C,UC8LGQv3Mis8OwQKEe9SnjwA,0,https://yt3.ggpht.com/ytc/AKedOLT2zloBPaFSVhMAlT73Csdiz5nF-DYLZFXTrg=s176-c-k-c0x00ffffff-no-rj,1.0
